Tweet,Emotion
retweeted dr rand paul randpaul nstop fueling middle east arm race and worsening an already horrific refugee crisis in yemen,fear
i not use to getting up early asf this shit goin irritate me,anger
i have so much hw tonight im offended,anger
dentist just said to me m going to numb your front lip up so it ll feel a if you ve got lip like pete burn she wa right pout,sadness
amp like if your unhappy just leave don cheat on someone amp than up their view on love amp shit,sadness
imkristenbell lauralittlelegs pine nut chestnut peanut wait wrong film,sadness
aurena angryorchard he didn sting me luckily he just flew off happy and drunk lolololol,anger
mustache_harbor tiburonchamber plus hearty pour of yachtrock by mustacheharbor,joy
albertbreer jetswhispers be sure and switch it over to cable news cheery,joy
welfarereform should not be model for,anger
i love this hearty negro laugh jade and xavierdleau let out re lochte,joy
happiness is always there you just have to choose to see it there no point dwelling in the dark and ignoring the light of the star,sadness
when guy come on the train that smell like mixture of damp dog old sweat and sewage work gross horrid getoffthetrain smelly,fear
hate to see all frown but d rather see him smiling,sadness
jay_ thank you shall mourn her,sadness
karev better not be out or am seriously done done with greysabc angry unfair ugh,anger
a good thing about being sick is that coughing is like an ab workout maybe my ab will be more defined by the time m better,joy
people irritate me,anger
nicky hi we are working towards your highlighted concern and we will keep you posted on same regard himani,fear
crowder_rachel lilliegregg she famous now begged living of some mug fame work shy freeloader deserves it all,fear
shoutout to vzwsupport for ruining my iphone order,fear
good luck to all fury haney player playing this weekend at the future star showcase in frisco tx kgb town,anger
because you offended by the lie of alexandria goddard doesn mean that m deric friend or anything else purely fishin expedition,anger
angel got me nervous out here,fear
pearsedoherty harrymcgee irishtimes that might sting for bit lad but you ll get over it betterwithsinnfein,anger
i afraid she the goat you libeling people afraid goat libeling,fear
therandomant meg_m yeah they figured that ornament are way more wanted than spektar and desolate gear well they thought right,sadness
wee cunt playing chappy in my street got my shoe on so can chase and scare the fuck out of them,fear
fly_norwegian quite simply the worst airline worstairline ve ever used shocking appauling dire dismal beyondajoke useless,fear
when it all finished you will discover that it wa never random thought crossoverlife,fear
divamagazine than straight people even the arse straight guy who think that mean threesome is fine,anger
false alarm matoma amp becky hill,fear
one point dsp claim yters lost half their viewership in if they weren using direct capture that when the search change happened,sadness
good morning welcome the new day into your life and your heart mindfulness smile zen,joy
gbbo is such homely pure piece of tv gold channel will attempt to tart it up mary sue and mel gone it over m out fuming,anger
faithhill remember it well happy positive,fear
iamsj m so mad for our client m furious lmao,anger
so ve decided to go talk to mr smithrud about that creepy fucking guy since he gave me fucking anxiety attack this morning,fear
there shaytan in this room wallahi it been dark all the time now the lamp is on omg shaytan,sadness
going to get myself copy of stephenking cujo for an upcoming project that can talk about just yet horror amwriting,fear
reservehinata tend to them he going to get infection nhe frowning and looking down a he doe this nit must hurt damn,sadness
that my breezy breezy breezy that my breezy that my buzzinnnnnn,joy
life izn about pleasing each others n hell with,joy
captainzee yup he can celebrate and no he doesn hesitate,fear
he seriously so frustrating sometimes ugh,anger
putin feel it acceptable to bomb amp kill aid worker soon he may be sitting at the same table a trump armageddon usapleasedont horror,fear
why doe dapperlaughs have to come to glasgow on night am working am fucking gutted been waiting for an appearance for age,anger
and thus begin my week holiday holiday cheering ghastinoir rest,joy
tweeting from the sporadic wifi on the tube,fear
scottcarmichae murican_stuff don fret this guy is mad because when realdonaldtrump is elected he might have to get real job,sadness
ctp it daunting trying to follow swift news trend and facing mind shattering pattern term left and right m trying to adopt gently,fear
it interesting the photo of mono lisa is cry a well a the whole scene is very depressing ele,sadness
i can already tell this programme is going to infuriate me extremeworld,anger
ansaraabbasi john kerry fckd chief justiceofpak made the statement publicly about party supporting terror what else need terrorstatepak,fear
